datetime,adj_close,close,high,low,open,volume,symbol
2026-09-01 12:45:00+05:30,1308.5,1308.5,1308.800048828125,1308.199951171875,1308.800048828125,21225,RELIANCE
2026-09-01 12:46:00+05:30,1308.300048828125,1308.300048828125,1308.699951171875,1308.199951171875,1308.4000244140625,5103,RELIANCE
2026-09-01 12:47:00+05:30,1308.199951171875,1308.199951171875,1308.4000244140625,1308.199951171875,1308.300048828125,5298,RELIANCE
2026-09-01 12:48:00+05:30,1308.199951171875,1308.199951171875,1308.5,1308.0999755859375,1308.4000244140625,8734,RELIANCE
2026-09-01 12:49:00+05:30,1308.0,1308.0,1308.300048828125,1307.800048828125,1308.300048828125,17667,RELIANCE
2026-09-01 12:50:00+05:30,1307.800048828125,1307.800048828125,1308.0999755859375,1307.699951171875,1308.0,10413,RELIANCE
2026-09-01 12:51:00+05:30,1307.9000244140625,1307.9000244140625,1308.0999755859375,1307.699951171875,1308.0999755859375,4351,RELIANCE
2026-09-01 12:52:00+05:30,1307.5999755859375,1307.5999755859375,1307.9000244140625,1307.199951171875,1307.9000244140625,34991,RELIANCE
2026-09-01 12:53:00+05:30,1307.5,1307.5,1307.800048828125,1307.0,1307.800048828125,5873,RELIANCE
2026-09-01 12:54:00+05:30,1307.199951171875,1307.199951171875,1307.5,1307.0,1307.5,11287,RELIANCE
2026-09-01 12:55:00+05:30,1307.5999755859375,1307.5999755859375,1307.5999755859375,1306.800048828125,1307.199951171875,24697,RELIANCE
2026-09-01 12:56:00+05:30,1307.199951171875,1307.199951171875,1307.5999755859375,1307.0,1307.5,2882,RELIANCE
2026-09-01 12:57:00+05:30,1307.199951171875,1307.199951171875,1307.4000244140625,1306.800048828125,1307.0999755859375,3960,RELIANCE
2026-09-01 12:58:00+05:30,1306.199951171875,1306.199951171875,1307.199951171875,1306.199951171875,1307.0,12420,RELIANCE
2026-09-01 12:59:00+05:30,1305.5999755859375,1305.5999755859375,1306.5999755859375,1305.5999755859375,1306.5999755859375,11295,RELIANCE
2026-09-01 13:00:00+05:30,1305.800048828125,1305.800048828125,1306.0,1305.300048828125,1306.0,9962,RELIANCE
